observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;BS;BS_SD;MarketReturn
2015-08-04;22;22;0;0.0175651096681216;0.0119399959875447;0.0161485896420154;0.0108632378519342;0.471093510369378;0.459754682715947;-0.00135050130805225
2015-08-05;23;22;1;0.000341149471170382;0.0175651096681216;8.87478411702369E-05;0.0161485896420154;0.46993488828924;0.458573319836255;0.00456607515462304
2015-08-06;27;23;4;-0.00891902424285412;0.000341149471170382;-0.0076917347209569;8.87478411702369E-05;0.470528237849335;0.459855981063853;0.00244403710492702
2015-08-07;25;27;-2;-0.00237429318093742;-0.00891902424285412;-0.00226291590367205;-0.0076917347209569;0.467517851637145;0.456677230360368;0.00291135238380824
2015-08-10;19;25;-6;0.0144217185797062;-0.00237429318093742;0.0125529948066166;-0.00226291590367205;0.466140946025475;0.455396378711884;0.00405957642085175
2015-08-11;21;19;2;-0.00879527648073406;0.0144217185797062;-0.00637491266466016;0.0125529948066166;0.464784967809503;0.453454104428378;-0.00422410341382007
2015-08-12;21;21;0;0.00623384874358061;-0.00879527648073406;0.00447463901206799;-0.00637491266466016;0.464906329341859;0.45336346884429;-0.0158284311701838
2015-08-13;22;21;1;0.00183252206172238;0.00623384874358061;0.00284940634105886;0.00447463901206799;0.469608197729734;0.45771194259664;0.00994362329567733
2015-08-14;23;22;1;0.00320188291358247;0.00183252206172238;0.00248008488419448;0.00284940634105886;0.469351902783667;0.457410119841922;-0.00369484347278659
2015-08-17;23;23;0;0.00362274039731684;0.00320188291358247;0.00199134358581843;0.00248008488419448;0.468495749043539;0.456437328453328;0.00491288790297761
2015-08-18;26;23;3;-0.00616937046743168;0.00362274039731684;-0.00746093175136891;0.00199134358581843;0.468734172624613;0.456792756653665;-0.00319065120903728
2015-08-19;28;26;2;0.0010021805091762;-0.00616937046743168;-0.000155754630777577;-0.00746093175136891;0.46612783570668;0.454644455957976;-0.0161445710488268
