observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;MarketReturn;BS;BS_SD
18.09.2007;168;155;13;-0.00725982540595336;-0.00329426381139026;0.00458705153800636;-0.000185611271692796;0.707;0.422321884495065;0.687294059805668
19.09.2007;141;168;-27;0.00336018837672179;-0.00725982540595336;0.000977916775080502;0.00458705153800636;0.117;0.425958186515798;0.685801891132396
20.09.2007;152;141;11;0.00300532788369245;0.00336018837672179;0.00647631946537971;0.000977916775080502;-0.583;0.425190260470513;0.695253372308412
21.09.2007;156;152;4;1.36030128396877E-05;0.00300532788369245;0.00788737855994445;0.00647631946537971;2.897;0.424564241644553;0.697148403141221
24.09.2007;144;156;-12;0.00311605075692644;1.36030128396877E-05;0.00503017227596621;0.00788737855994445;0.607;0.424416094793083;0.695896464580121
25.09.2007;150;144;6;0.00478766267265657;0.00311605075692644;-0.00195384005097578;0.00503017227596621;-0.633;0.42895938893341;0.694184929313235
26.09.2007;156;150;6;-0.00144622424959985;0.00478766267265657;0.000852520336235131;-0.00195384005097578;0.447;0.427660271494651;0.694449748688899
27.09.2007;161;156;5;-0.00491981093490276;-0.00144622424959985;-0.00661290484355521;0.000852520336235131;-0.543;0.427041499760216;0.693618187290419
28.09.2007;151;161;-10;0.00282602056397393;-0.00491981093490276;0.00141302066363085;-0.00661290484355521;-0.013;0.42619445872065;0.69113685211518
01.10.2007;140;151;-11;-0.00216587709343082;0.00282602056397393;0.00673386269167961;0.00141302066363085;0.617;0.425580335155278;0.701635215726316
02.10.2007;138;140;-2;-0.00569149155806395;-0.00216587709343082;0.00479066264957033;0.00673386269167961;0.447;0.423164945848712;0.699456930430444
03.10.2007;138;138;0;4.21159244325207E-06;-0.00569149155806395;0.00268106797385735;0.00479066264957033;-0.353;0.424848030084544;0.697161380448635
04.10.2007;139;138;1;0.00818643400485399;4.21159244325207E-06;0.0033450877686526;0.00268106797385735;1.384;0.425250471756228;0.69644892591698
05.10.2007;135;139;-4;-0.00693538250055422;0.00818643400485399;0.00508149333421288;0.0033450877686526;0.124;0.423822420695506;0.707784075422458
